offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,score_diff
0.5611888111888111,3662,1350,6.4020979020979025,3.2766990291262137,4284,8.007476635514019,1582,4.94375,572,412,17,5,5,4.796972102770326,-59.00025398796935,0.00838631486498308,-0.1432044999707994,0.05143712971539216,-1.5498638065803547,8.99250519499863e-5,-0.00376180535577755,0.43356643356643354,0.383495145631068,0.5763016157989228,3698,1910,6.639138240574506,4.272930648769575,4577,8.852998065764023,1642,5.13125,557,447,16,9,8,13.368517456236702,-62.48622799582738,0.02400092900581095,-0.13979021923003887,0.8331617277600679,-1.366728084941765,0.00149580202470389,-0.00305755723700618,0.4524236983842011,0.4026845637583893,-75
0.47956989247311826,2371,2946,5.098924731182795,5.558490566037736,4698,11.266187050359711,942,4.2242152466367715,465,530,15,2,3,-77.98854221615204,27.468924290569333,-0.167717295088499,0.05182815903881006,-1.0114194601322095,0.6499608132130703,-0.00217509561318754,0.00122634115700579,0.3698924731182795,0.4226415094339623,0.5828779599271403,3663,1668,6.672131147540983,3.816933638443936,4245,8.291015625,1437,4.504702194357367,549,437,12,6,6,30.75927568218372,-53.569377903730775,0.05602782455771169,-0.1225843887957226,1.3976262032785391,-0.7213015235631914,0.00254576721908659,-0.00165057556879448,0.4644808743169399,0.35926773455377575,-36
0.6119402985074627,3435,1667,6.4085820895522385,3.7376681614349776,4082,7.88030888030888,1391,4.240853658536586,536,446,14,3,5,40.79437373413429,-58.94686233857921,0.0761089062203998,-0.13216785277708343,1.3089347790491526,-1.0886901313630992,0.00244204249822603,-0.00244100926314596,0.4421641791044776,0.3452914798206278,0.48947368421052634,3014,1222,5.287719298245614,3.403899721448468,4653,9.141453831041256,1207,4.326164874551972,570,359,28,5,6,-136.1457087786564,-88.8384944867043,-0.23885212066430944,-0.2474609874281457,-2.6538975615724025,-2.378662248238162,-0.00465596063433754,-0.00662580013436813,0.4,0.30362116991643456,152
0.5639412997903563,2718,1555,5.69811320754717,3.7290167865707433,3833,8.913953488372092,1243,4.620817843866171,477,417,14,10,5,-28.907925353051255,-56.19032465537546,-0.06060361709235064,-0.13474897998890997,-0.5659780140047174,-1.66668113808865,-0.00118653671699102,-0.00399683726160347,0.4444444444444444,0.3741007194244605,0.5901639344262295,3023,2268,5.5063752276867035,4.877419354838709,3753,7.358823529411764,1499,4.6265432098765435,549,465,13,5,4,-50.90155403192863,13.782016583839091,-0.09271685616016144,0.02963874534158944,-1.2571877466500936,0.4874532098139398,-0.00228995946566501,0.00104828647271815,0.4353369763205829,0.4344086021505376,-11
0.5691768826619965,3264,1674,5.716287215411558,4.102941176470588,4348,8.066790352504638,1553,4.79320987654321,571,408,17,5,3,-37.62897462532037,-42.79791083779387,-0.06590013069232989,-0.10489684028871048,-1.5302524223544829,-0.0856993577007199,-0.00267995170289751,-2.100474453449017e-4,0.4290718038528897,0.37254901960784315,0.5378927911275416,3004,1751,5.55268022181146,4.034562211981567,4144,8.32128514056225,1550,5.326460481099656,541,434,14,3,4,-20.45170018929606,-35.90365759857931,-0.03780351236468773,-0.0827273216557127,0.22189072104282248,-1.3052884375184404,4.101492071031839e-4,-0.00300757704497336,0.39371534195933455,0.3709677419354839,-35
0.5251396648044693,3286,1940,6.1191806331471135,4.01656314699793,4564,8.896686159844055,1374,4.889679715302491,537,483,22,6,4,-41.79657234224034,-19.36707899913955,-0.07783346804886468,-0.04009747204790797,-1.4212025578418137,-0.21165888864177415,-0.00264655969802944,-4.3821716074901487e-4,0.4003724394785847,0.3892339544513458,0.5383360522022839,3129,1606,5.104404567699837,4.065822784810127,4542,7.912891986062718,1381,4.184848484848485,613,395,23,10,8,-113.19415366438612,-62.76977119582846,-0.18465604186686152,-0.1589108131539961,-2.772056776248631,-1.9693798498333543,-0.0045221154588069,-0.00498577177173001,0.40456769983686786,0.3670886075949367,172
0.5881294964028777,3827,1648,6.883093525179856,3.914489311163896,5064,9.757225433526012,1466,4.483180428134556,556,421,13,8,2,62.84620497630752,-30.915399999194705,0.113032742763143,-0.07343325415485678,1.0854979489347976,0.06956960595883122,0.00195233444053021,1.652484702110005e-4,0.48741007194244607,0.39429928741092635,0.5972696245733788,3817,1874,6.513651877133106,4.288329519450801,4587,8.34,1659,4.7535816618911175,586,437,19,3,5,49.327958033275614,-25.272084414429873,0.08417740278715975,-0.05783085678359239,2.1312556286132267,-0.4431833234777387,0.00363695499763349,-0.00101414948164242,0.484641638225256,0.40503432494279173,42
0.5650623885918004,2893,1347,5.1568627450980395,3.6904109589041094,3766,7.428007889546351,1533,4.83596214511041,561,365,25,6,9,-114.10735482365786,-73.52716712870061,-0.2033999194717609,-0.20144429350328935,-4.193317251264033,-1.3120223088338197,-0.00747471880795727,-0.00359458166803786,0.40998217468805703,0.33424657534246577,0.5338345864661654,3239,2296,6.088345864661654,4.666666666666667,4555,9.11,1376,4.845070422535211,532,492,18,3,6,23.517762403182815,-27.380251928832138,0.04420632030673462,-0.05565091855453686,0.224486684332484,-0.6005612016875375,4.2196745175278945e-4,-0.0012206528489584,0.4492481203007519,0.3739837398373983,-118
0.5688073394495413,3838,1954,7.042201834862385,4.229437229437229,4681,9.380761523046091,1427,4.633116883116883,545,462,21,5,2,74.1422978316882,0.7426713349827536,0.13604091345263888,0.00160751371208388,2.294690599383899,-0.31670652522472287,0.00421044146675944,-6.85511959360872e-4,0.48990825688073403,0.4155844155844156,0.5543278084714549,3506,1672,6.456721915285451,3.980952380952381,3973,7.914342629482071,1563,5.2274247491638794,543,420,18,5,5,10.452404193841284,-27.31661995679325,0.01924936315624546,-0.06503957132569821,1.6930334179277953,-0.7928683122895217,0.00311792526321877,-0.00188778169592743,0.4438305709023941,0.40714285714285714,75
0.5289256198347108,2799,2167,5.783057851239669,4.5813953488372094,4330,9.55849889624724,1233,4.8352941176470585,484,473,18,6,4,-47.29811769215392,-5.899903613715296,-0.09772338366147504,-0.01247336916218878,-0.8386266734272033,-0.32395852562034255,-0.00173269973848595,-6.849017454975529e-4,0.4111570247933885,0.386892177589852,0.5706806282722513,3405,1823,5.942408376963351,4.152619589977221,4604,8.605607476635514,1565,4.7859327217125385,573,439,17,6,4,-42.46343035090591,-21.256264571178477,-0.07410720829128431,-0.04841973706418787,-0.938168276930143,-0.6246057232558022,-0.00163729193181525,-0.00142279208030934,0.4328097731239092,0.4123006833712984,14
